start_date,end_date,nhs_fy,org_type,org_code,org_name,variable_type,variable_a,variable_b,statistic,measure,value
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Agoraphobia,count,improvement,2656
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Agoraphobia,percentage,improvement,56.7
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Agoraphobia,count,deterioration,341
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Agoraphobia,percentage,deterioration,7.3
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Agoraphobia,count,no_reliable_change,1644
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Agoraphobia,percentage,no_reliable_change,35.1
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Agoraphobia,count,reliable_recovery,1503
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Agoraphobia,percentage,reliable_recovery,34.1
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Agoraphobia,count,recovery,1596
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Agoraphobia,percentage,recovery,36.2
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Generalised anxiety disorder,count,referrals_received,257537
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Generalised anxiety disorder,count,finished_course_treatment,176010
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Generalised anxiety disorder,count,at_caseness,166279
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Generalised anxiety disorder,count,not_at_caseness,9686
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Generalised anxiety disorder,count,improvement,125101
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Generalised anxiety disorder,percentage,improvement,71.1
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Generalised anxiety disorder,count,deterioration,8562
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Generalised anxiety disorder,percentage,deterioration,4.9
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Generalised anxiety disorder,count,no_reliable_change,40453
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Generalised anxiety disorder,percentage,no_reliable_change,23
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Generalised anxiety disorder,count,reliable_recovery,90087
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Generalised anxiety disorder,percentage,reliable_recovery,54.2
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Generalised anxiety disorder,count,recovery,94824
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Generalised anxiety disorder,percentage,recovery,57
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Hypochondriacal disorders,count,referrals_received,14698
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Hypochondriacal disorders,count,finished_course_treatment,10648
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Hypochondriacal disorders,count,at_caseness,10379
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Hypochondriacal disorders,count,not_at_caseness,268
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Hypochondriacal disorders,count,improvement,8132
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Hypochondriacal disorders,percentage,improvement,76.4
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Hypochondriacal disorders,count,deterioration,551
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Hypochondriacal disorders,percentage,deterioration,5.2
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Hypochondriacal disorders,count,no_reliable_change,1894
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Hypochondriacal disorders,percentage,no_reliable_change,17.8
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Hypochondriacal disorders,count,reliable_recovery,4360
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Hypochondriacal disorders,percentage,reliable_recovery,42
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Hypochondriacal disorders,count,recovery,4425
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Hypochondriacal disorders,percentage,recovery,42.6
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Mixed anxiety and depressive disorder,count,referrals_received,29738
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Mixed anxiety and depressive disorder,count,finished_course_treatment,16667
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Mixed anxiety and depressive disorder,count,at_caseness,14931
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Mixed anxiety and depressive disorder,count,not_at_caseness,1723
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Mixed anxiety and depressive disorder,count,improvement,10582
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Mixed anxiety and depressive disorder,percentage,improvement,63.5
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Mixed anxiety and depressive disorder,count,deterioration,993
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Mixed anxiety and depressive disorder,percentage,deterioration,6
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Mixed anxiety and depressive disorder,count,no_reliable_change,4925
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Mixed anxiety and depressive disorder,percentage,no_reliable_change,29.5
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Mixed anxiety and depressive disorder,count,reliable_recovery,6597
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Mixed anxiety and depressive disorder,percentage,reliable_recovery,44.1
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Mixed anxiety and depressive disorder,count,recovery,7009
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Mixed anxiety and depressive disorder,percentage,recovery,46.9
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Obsessive-compulsive disorder,count,referrals_received,23676
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Obsessive-compulsive disorder,count,finished_course_treatment,17526
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Obsessive-compulsive disorder,count,at_caseness,16634
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Obsessive-compulsive disorder,count,not_at_caseness,889
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Obsessive-compulsive disorder,count,improvement,10230
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Obsessive-compulsive disorder,percentage,improvement,58.4
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Obsessive-compulsive disorder,count,deterioration,872
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Obsessive-compulsive disorder,percentage,deterioration,5
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Obsessive-compulsive disorder,count,no_reliable_change,6288
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Obsessive-compulsive disorder,percentage,no_reliable_change,35.9
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Obsessive-compulsive disorder,count,reliable_recovery,6445
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Obsessive-compulsive disorder,percentage,reliable_recovery,38.7
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Obsessive-compulsive disorder,count,recovery,7416
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Obsessive-compulsive disorder,percentage,recovery,44.6
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Other anxiety or stress related disorder,count,referrals_received,41594
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Other anxiety or stress related disorder,count,finished_course_treatment,25253
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Other anxiety or stress related disorder,count,at_caseness,23162
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Other anxiety or stress related disorder,count,not_at_caseness,2086
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Other anxiety or stress related disorder,count,improvement,16998
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Other anxiety or stress related disorder,percentage,improvement,67.3
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Other anxiety or stress related disorder,count,deterioration,1482
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Other anxiety or stress related disorder,percentage,deterioration,5.9
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Other anxiety or stress related disorder,count,no_reliable_change,6504
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Other anxiety or stress related disorder,percentage,no_reliable_change,25.8
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Other anxiety or stress related disorder,count,reliable_recovery,11864
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Other anxiety or stress related disorder,percentage,reliable_recovery,51.2
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Other anxiety or stress related disorder,count,recovery,12715
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Other anxiety or stress related disorder,percentage,recovery,54.9
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Panic disorder [episodic paroxysmal anxiety],count,referrals_received,21868
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Panic disorder [episodic paroxysmal anxiety],count,finished_course_treatment,15712
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Panic disorder [episodic paroxysmal anxiety],count,at_caseness,14608
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Panic disorder [episodic paroxysmal anxiety],count,not_at_caseness,1103
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Panic disorder [episodic paroxysmal anxiety],count,improvement,10542
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Panic disorder [episodic paroxysmal anxiety],percentage,improvement,67.1
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Panic disorder [episodic paroxysmal anxiety],count,deterioration,835
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Panic disorder [episodic paroxysmal anxiety],percentage,deterioration,5.3
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Panic disorder [episodic paroxysmal anxiety],count,no_reliable_change,4202
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Panic disorder [episodic paroxysmal anxiety],percentage,no_reliable_change,26.7
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Panic disorder [episodic paroxysmal anxiety],count,reliable_recovery,6827
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Panic disorder [episodic paroxysmal anxiety],percentage,reliable_recovery,46.7
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Panic disorder [episodic paroxysmal anxiety],count,recovery,7266
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Panic disorder [episodic paroxysmal anxiety],percentage,recovery,49.7
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Post-traumatic stress disorder,count,referrals_received,74607
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Post-traumatic stress disorder,count,finished_course_treatment,41504
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Post-traumatic stress disorder,count,at_caseness,40364
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Post-traumatic stress disorder,count,not_at_caseness,1119
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Post-traumatic stress disorder,count,improvement,27272
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Post-traumatic stress disorder,percentage,improvement,65.7
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Post-traumatic stress disorder,count,deterioration,3026
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Post-traumatic stress disorder,percentage,deterioration,7.3
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Post-traumatic stress disorder,count,no_reliable_change,10631
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Post-traumatic stress disorder,percentage,no_reliable_change,25.6
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Post-traumatic stress disorder,count,reliable_recovery,16225
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Post-traumatic stress disorder,percentage,reliable_recovery,40.2
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Post-traumatic stress disorder,count,recovery,16564
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Post-traumatic stress disorder,percentage,recovery,41
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Social phobias,count,referrals_received,26296
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Social phobias,count,finished_course_treatment,18095
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Social phobias,count,at_caseness,17674
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Social phobias,count,not_at_caseness,415
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Social phobias,count,improvement,12243
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Social phobias,percentage,improvement,67.7
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Social phobias,count,deterioration,874
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Social phobias,percentage,deterioration,4.8
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Social phobias,count,no_reliable_change,4819
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Social phobias,percentage,no_reliable_change,26.6
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Social phobias,count,reliable_recovery,6095
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Social phobias,percentage,reliable_recovery,34.5
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Social phobias,count,recovery,6305
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Social phobias,percentage,recovery,35.7
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Specific (isolated) phobias,count,referrals_received,7900
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Specific (isolated) phobias,count,finished_course_treatment,6307
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Specific (isolated) phobias,count,at_caseness,4927
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Specific (isolated) phobias,count,not_at_caseness,1379
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Specific (isolated) phobias,count,improvement,4118
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Specific (isolated) phobias,percentage,improvement,65.3
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Specific (isolated) phobias,count,deterioration,342
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Specific (isolated) phobias,percentage,deterioration,5.4
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Specific (isolated) phobias,count,no_reliable_change,1807
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Specific (isolated) phobias,percentage,no_reliable_change,28.7
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Specific (isolated) phobias,count,reliable_recovery,2970
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Specific (isolated) phobias,percentage,reliable_recovery,60.3
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Specific (isolated) phobias,count,recovery,3154
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Anxiety and stress related disorders,Specific (isolated) phobias,percentage,recovery,64
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Medically Unexplained Symptoms,Body dysmorphic disorder,count,referrals_received,775
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Medically Unexplained Symptoms,Body dysmorphic disorder,count,finished_course_treatment,537
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Medically Unexplained Symptoms,Body dysmorphic disorder,count,at_caseness,498
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Medically Unexplained Symptoms,Body dysmorphic disorder,count,not_at_caseness,39
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Medically Unexplained Symptoms,Body dysmorphic disorder,count,improvement,352
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Medically Unexplained Symptoms,Body dysmorphic disorder,percentage,improvement,65.5
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Medically Unexplained Symptoms,Body dysmorphic disorder,count,deterioration,42
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Medically Unexplained Symptoms,Body dysmorphic disorder,percentage,deterioration,7.8
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Medically Unexplained Symptoms,Body dysmorphic disorder,count,no_reliable_change,141
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Medically Unexplained Symptoms,Body dysmorphic disorder,percentage,no_reliable_change,26.3
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Medically Unexplained Symptoms,Body dysmorphic disorder,count,reliable_recovery,230
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Medically Unexplained Symptoms,Body dysmorphic disorder,percentage,reliable_recovery,46.2
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Medically Unexplained Symptoms,Body dysmorphic disorder,count,recovery,250
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Medically Unexplained Symptoms,Body dysmorphic disorder,percentage,recovery,50.2
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Medically Unexplained Symptoms,Chronic fatigue syndrome,count,referrals_received,383
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Medically Unexplained Symptoms,Chronic fatigue syndrome,count,finished_course_treatment,78
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Medically Unexplained Symptoms,Chronic fatigue syndrome,count,at_caseness,69
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Medically Unexplained Symptoms,Chronic fatigue syndrome,count,not_at_caseness,9
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Medically Unexplained Symptoms,Chronic fatigue syndrome,count,improvement,37
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Medically Unexplained Symptoms,Chronic fatigue syndrome,percentage,improvement,47.4
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Medically Unexplained Symptoms,Chronic fatigue syndrome,count,deterioration,8
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Medically Unexplained Symptoms,Chronic fatigue syndrome,percentage,deterioration,10.3
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Medically Unexplained Symptoms,Chronic fatigue syndrome,count,no_reliable_change,30
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Medically Unexplained Symptoms,Chronic fatigue syndrome,percentage,no_reliable_change,38.5
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Medically Unexplained Symptoms,Chronic fatigue syndrome,count,reliable_recovery,16
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Medically Unexplained Symptoms,Chronic fatigue syndrome,percentage,reliable_recovery,23.2
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Medically Unexplained Symptoms,Chronic fatigue syndrome,count,recovery,21
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Medically Unexplained Symptoms,Chronic fatigue syndrome,percentage,recovery,30.4
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Medically Unexplained Symptoms,Irritable bowel syndrome,count,referrals_received,1160
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Medically Unexplained Symptoms,Irritable bowel syndrome,count,finished_course_treatment,114
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Medically Unexplained Symptoms,Irritable bowel syndrome,count,at_caseness,101
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Medically Unexplained Symptoms,Irritable bowel syndrome,count,not_at_caseness,13
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Medically Unexplained Symptoms,Irritable bowel syndrome,count,improvement,84
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Medically Unexplained Symptoms,Irritable bowel syndrome,percentage,improvement,73.7
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Medically Unexplained Symptoms,Irritable bowel syndrome,count,deterioration,4
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Medically Unexplained Symptoms,Irritable bowel syndrome,percentage,deterioration,3.5
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Medically Unexplained Symptoms,Irritable bowel syndrome,count,no_reliable_change,24
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Medically Unexplained Symptoms,Irritable bowel syndrome,percentage,no_reliable_change,21.1
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Medically Unexplained Symptoms,Irritable bowel syndrome,count,reliable_recovery,38
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Medically Unexplained Symptoms,Irritable bowel syndrome,percentage,reliable_recovery,37.6
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Medically Unexplained Symptoms,Irritable bowel syndrome,count,recovery,40
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Medically Unexplained Symptoms,Irritable bowel syndrome,percentage,recovery,39.6
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Medically Unexplained Symptoms,MUS not otherwise specified,count,referrals_received,45
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Medically Unexplained Symptoms,MUS not otherwise specified,count,finished_course_treatment,4
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Medically Unexplained Symptoms,MUS not otherwise specified,count,at_caseness,1
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Medically Unexplained Symptoms,MUS not otherwise specified,count,not_at_caseness,3
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Medically Unexplained Symptoms,MUS not otherwise specified,count,improvement,1
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Medically Unexplained Symptoms,MUS not otherwise specified,percentage,improvement,25
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Medically Unexplained Symptoms,MUS not otherwise specified,count,deterioration,0
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Medically Unexplained Symptoms,MUS not otherwise specified,percentage,deterioration,0
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Medically Unexplained Symptoms,MUS not otherwise specified,count,no_reliable_change,3
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Medically Unexplained Symptoms,MUS not otherwise specified,percentage,no_reliable_change,75
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Medically Unexplained Symptoms,MUS not otherwise specified,count,reliable_recovery,1
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Medically Unexplained Symptoms,MUS not otherwise specified,percentage,reliable_recovery,100
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Medically Unexplained Symptoms,MUS not otherwise specified,count,recovery,1
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Medically Unexplained Symptoms,MUS not otherwise specified,percentage,recovery,100
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Other Mental Health problems,Other,count,referrals_received,20886
2023-04-01,2024-03-31,fy2324,England,All,All,Presenting Complaint,Other Mental Health problems,Other,count,finished_course_treatment,4476
